question,contexts,ground_truth,evolution_type,metadata,episode_done
What are the seed germination test requirements for soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop weed_management_needs_are WeedManagement weed_name': 'Phalaris minor'}""]",Seeds should have more than 80% germination.,simple,[{}],True
Why is it important for farmers to check the germination status of soybean seeds before sowing?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'North Plain zone'}""]","Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.",simple,[{}],True
What are the guidelines for harvesting soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop needs_disease_treatements DiseaseTreatements disease_name': 'Charcoal rot', 'Crop needs_disease_treatements DiseaseTreatements disease_symptoms': 'Yellowing and wilting of leaves, light gray discoloration in taproot and lower stem'}""]",Harvest when 85-90% pods turn brown and hard.,simple,[{}],True
What is the importance of checking the germination status of soybean seeds before sowing?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Eastern zone'}""]","To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.",simple,[{}],True
What is the end date for the late sowing time of the NRC 86 soybean variety in the Central Zone?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'NRC 86', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_late_sowing_time SowingTime start_date': '2015-01-01', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_late_sowing_time SowingTime end_date': '2015-12-31'}""]",2015-12-31,simple,[{}],True
What is the growing zone for soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Eastern zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_early_sowing_time SowingTime start_date': '15th June', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_early_sowing_time SowingTime end_date': '30th June'}""]",Eastern zone,simple,[{}],True
What is the importance of checking the germination status of soybean seeds before sowing?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Eastern zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations variety_name': 'JS 20-116'}""]","To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.",simple,[{}],True
Why is it important for farmers to check the germination status of soybean seeds before sowing?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Eastern zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations variety_name': 'JS 20-116'}""]","Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.",simple,[{}],True
What are the seed germination test requirements for soybean?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Central India'}""]",Seeds should have more than 80% germination.,simple,[{}],True
What is the start date for late sowing time for the soybean crop in the Central Zone in 2017?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'RVS-18', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_late_sowing_time SowingTime start_date': '2017-01-01', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_late_sowing_time SowingTime end_date': '2017-12-31'}""]",2017-01-01,simple,[{}],True
What is the name of the crop mentioned in the given context?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'North Plain zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization nutrient_name': 'NPKS', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization quantity': '25 kg of N, 75 kg of P, 25 kg of K, and 37.5 kg of S per hectare', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_fertilizer_application_requirements Fertilization stage_of_application': 'At the time of sowing'}""]",Soybean,simple,[{}],True
What are the seed germination test requirements for soybean?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop has_types CropType name': 'Legume', 'Crop has_types CropType used_for': 'Food, Oil'}""]",Seeds should have more than 80% germination.,simple,[{}],True
What are the seed germination test requirements for soybean?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop needs_seed_sowing_spacing SeedSpacing sowing_time': 'June-July', 'Crop needs_seed_sowing_spacing SeedSpacing value': '30-45 cm between rows, 5 cm within row', 'Crop needs_seed_sowing_spacing SeedSpacing depth': '3-4 cm', 'Crop needs_seed_sowing_spacing SeedSpacing method': 'Dibbling'}""]",Seeds should have a germination rate of at least 80%,simple,[{}],True
What are the guidelines for harvesting and storing soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.'}""]","Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%. The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.",simple,[{}],True
Why is it important for farmers to check the germination status of soybean seeds before sowing?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Southern zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations variety_name': 'JS 20-116'}""]","Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.",simple,[{}],True
What is the start date for late sowing time for the soybean crop variety NRC 86 in the Central Zone?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'NRC 86', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_late_sowing_time SowingTime start_date': '2015-01-01', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_late_sowing_time SowingTime end_date': '2015-12-31'}""]",2015-01-01,simple,[{}],True
What is the name of the crop mentioned in the given context?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Eastern zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone has_regions': 'Eastern'}""]",Soybean,simple,[{}],True
"What are the symptoms of the disease ""RUST"" in soybean crops?","[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop needs_disease_treatements DiseaseTreatements disease_name': 'RUST', 'Crop needs_disease_treatements DiseaseTreatements disease_symptoms': 'Chlorotic gray brown spots appear on the leaves, abundantly on lower surface. Slowly spots increase in size to form pustules. Eventually, leaves turn brown within short time causing early defoliation and reduction in number of pods, seeds and seed weight. Presence of loose brown powder owing to rupture of pustules is a characteristic symptom.'}""]","Chlorotic gray brown spots appear on the leaves, abundantly on lower surface. Slowly spots increase in size to form pustules. Eventually, leaves turn brown within short time causing early defoliation and reduction in number of pods, seeds and seed weight. Presence of loose brown powder owing to rupture of pustules is a characteristic symptom.",simple,[{}],True
What is the start date for late sowing time for the soybean crop in the Central Zone in 2016?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'JS 20-69', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_late_sowing_time SowingTime start_date': '2016-01-01', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_late_sowing_time SowingTime end_date': '2016-12-31'}""]",2016-01-01,simple,[{}],True
What is the requirement for seed germination in soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Central India', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations variety_name': 'JS 93-05'}""]",Seeds should have more than 80% germination.,simple,[{}],True
What are the various pests that soybean crops require treatment for?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop needs_pest_treatements PestTreatements pest_name': 'Various', 'Crop needs_pest_treatements PestTreatements pest_symptoms': 'Various'}""]",Various,simple,[{}],True
What are the guidelines for storing soybean bags to maintain seed viability/germination?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop needs_irrigation_schedule IrrigationRequirement quantity': 'As per crop requirement', 'Crop needs_irrigation_schedule IrrigationRequirement stage_of_application': 'At critical growth stages like seedling, flowering and pod filling'}""]","The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.",simple,[{}],True
What is the importance of harvesting guidelines for soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'North Eastern Hill zone'}""]",Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering.,simple,[{}],True
