question,contexts,ground_truth,evolution_type,metadata,episode_done
What is the requirement for seed germination in soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop needs_irrigation_schedule IrrigationRequirement quantity': '500-600 mm', 'Crop needs_irrigation_schedule IrrigationRequirement stage_of_application': 'Flowering and pod development stage'}""]",Seeds should have more than 80% germination.,simple,[{}],True
What are the guidelines for harvesting and storing soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Southern zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone has_regions': 'Southern'}""]","Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%. The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.",simple,[{}],True
What is the growing zone for soybean variety JS 20-69?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'JS 20-69', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_late_sowing_time SowingTime start_date': '2016-01-01', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_late_sowing_time SowingTime end_date': '2016-12-31'}""]",Central Zone,simple,[{}],True
What is the irrigation requirement for soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop needs_irrigation_schedule IrrigationRequirement quantity': '500-600 mm', 'Crop needs_irrigation_schedule IrrigationRequirement stage_of_application': 'Flowering and pod development stage'}""]",The irrigation requirement for soybean crops is 500-600 mm.,simple,[{}],True
What are the seed germination test requirements for soybean?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'RKS 24'}""]",N/A,simple,[{}],True
What is the growing zone for soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Central zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations SeedList has_seeding_rate QuantitativeValue value': '65 kg per hectare'}""]",Central zone,simple,[{}],True
What is the importance of optimum time of harvesting in soybean cultivation?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'North Plain zone'}""]",Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering.,simple,[{}],True
What is the growing zone for soybean in Central India?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Central India', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations variety_name': 'JS 93-05'}""]",Central India,simple,[{}],True
What is the name of the crop mentioned in the given context?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.'}""]",Soybean,simple,[{}],True
What is the stage at which Imidacloprid 48 FS pesticide should be applied for pest control in soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop needs_pest_treatements PestTreatements pest_name': 'YELLOW MOSAIC VIRUS (YMV)', 'Crop needs_pest_treatements PestTreatements pest_symptoms': 'N/A', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList name': 'Imidacloprid 48 FS', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList quantity': '25 milliliters per kilogram of seed', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList stage': 'N/A'}""]",N/A,simple,[{}],True
What is the end date for the early sowing time of the NRC 86 soybean variety in the Central Zone?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'NRC 86', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_early_sowing_time SowingTime start_date': '2015-01-01', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_early_sowing_time SowingTime end_date': '2015-12-31'}""]",2015-12-31,simple,[{}],True
What is the name of the crop type associated with soybean cultivation?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_types CropType name': 'MAUS 158', 'Crop has_types CropType used_for': 'Cultivation'}""]",MAUS 158,simple,[{}],True
What is the name of the crop mentioned in the given context?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A'}""]",Soybean,simple,[{}],True
What is the minimum germination rate required for soybean seeds?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Madhya Pradesh', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations variety_name': 'JS 95-60'}""]",Seeds should have a germination rate of at least 80%,simple,[{}],True
What are the seed germination test requirements for soybean?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.'}""]",Seeds should have more than 80% germination.,simple,[{}],True
What are the uses of Soybean as a crop?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop has_types CropType name': 'Legume', 'Crop has_types CropType used_for': 'Food, Oil'}""]",Soybean is used as a crop for food and oil.,simple,[{}],True
What is the stage at which Glyphosate herbicide should be applied for weed management in Soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop weed_management_needs_are WeedManagement weed_name': 'Phalaris minor', 'Crop weed_management_needs_are WeedManagement herbicides HerbicideList name': 'Glyphosate', 'Crop weed_management_needs_are WeedManagement herbicides HerbicideList quantity': '1.0 Kg per hectare', 'Crop weed_management_needs_are WeedManagement herbicides HerbicideList stage': 'Post-emergence'}""]",Post-emergence,simple,[{}],True
What are the pest treatments required for Soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have a germination rate of at least 80%', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods have turned brown and lost their green color. The moisture content of the seeds should be around 10-12%.', 'Crop storage_guidelines_are': 'Store in a cool, dry place. Use hermetic storage bags for long-term storage.', 'Crop needs_pest_treatements PestTreatements pest_name': 'White Grub, Gram Pod Borer, Tobacco Caterpillar, Green Semilooper, Girdle Beetle', 'Crop needs_pest_treatements PestTreatements pest_symptoms': 'Drying of plants in linear patches, heavy yield losses, irregular reddish to dark brown areas on infected parts, yellowing of leaves with brown spot, defoliation of leaves under prolonged period of high humidity, leaves remain green while only pods turn yellow to brown'}""]","White Grub, Gram Pod Borer, Tobacco Caterpillar, Green Semilooper, Girdle Beetle",simple,[{}],True
Why is it important for farmers to check the germination status of soybean seeds before sowing?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'Southern zone', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  has_seed_recommendations variety_name': 'JS 20-94'}""]","Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.",simple,[{}],True
What is the growing zone for soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'NRC 86', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_early_sowing_time SowingTime start_date': '2015-01-01', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_early_sowing_time SowingTime end_date': '2015-12-31'}""]",Central Zone,simple,[{}],True
What is the name of the crop mentioned in the given context?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'MAUS 158'}""]",Soybean,simple,[{}],True
What are the seed germination test requirements for soybean?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones has_regions': 'Madhya Pradesh'}""]",N/A,simple,[{}],True
What is the growing zone for soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_growing_zones CropGrowingZones name': 'Central Zone', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList variety_name': 'NRC 86', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_early_sowing_time SowingTime start_date': '2015-01-01', 'Crop has_growing_zones CropGrowingZones has_seed_recommendations SeedList has_early_sowing_time SowingTime end_date': '2015-12-31'}""]",Central Zone,simple,[{}],True
What is the pest that affects soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.', 'Crop needs_pest_treatements PestTreatements pest_name': 'Tobacco caterpillar', 'Crop needs_pest_treatements PestTreatements pest_symptoms': 'Defoliation, webbing and frass', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList name': 'Quinalphos', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList quantity': '2 ml per litre of water', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList stage': 'Larval stage'}""]",Tobacco caterpillar,simple,[{}],True
What is the specific type of soybean used for cultivation?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_types CropType name': 'RKS 24', 'Crop has_types CropType used_for': 'Cultivation'}""]",RKS 24,simple,[{}],True
What is the name of the growing zone for soybean in the North Eastern Hill zone?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_growing_zones CropGrowingZones CropGrowingZone  name': 'North Eastern Hill zone'}""]",North Eastern Hill zone,simple,[{}],True
What are the temperature requirements for flowering in soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop has_temperature_requirements TemperatureRequirements for_germination': 'N/A', 'Crop has_temperature_requirements TemperatureRequirements for_flowering': 'N/A', 'Crop has_temperature_requirements TemperatureRequirements for_grain_filling': 'N/A', 'Crop has_temperature_requirements TemperatureRequirements negative_effect': 'N/A'}""]",nan,simple,[{}],True
What is the recommended quantity of Thiamethoxam 30 FS pesticide per kilogram of soybean seed?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'N/A', 'Crop harvesting_guidelines_are': 'N/A', 'Crop storage_guidelines_are': 'N/A', 'Crop needs_pest_treatements PestTreatements pest_name': 'YELLOW MOSAIC VIRUS (YMV)', 'Crop needs_pest_treatements PestTreatements pest_symptoms': 'N/A', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList name': 'Thiamethoxam 30 FS', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList quantity': '10 milliliters per kilogram of seed', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList stage': 'N/A'}""]",10 milliliters per kilogram of seed,simple,[{}],True
What are the requirements for seed germination in soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Seeds should have more than 80% germination.', 'Crop harvesting_guidelines_are': 'Harvest when 85-90% pods turn brown and hard.', 'Crop storage_guidelines_are': 'Store in cool and dry place.'}""]",Seeds should have more than 80% germination.,simple,[{}],True
What are the various pest control methods recommended for soybean crops?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop needs_pest_treatements PestTreatements pest_name': 'Various', 'Crop needs_pest_treatements PestTreatements pest_symptoms': 'Various', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList name': 'Various', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList quantity': 'As per label instructions', 'Crop needs_pest_treatements PestTreatements pest_control PesticideList stage': 'As per pest occurrence'}""]",Various pest control methods recommended for soybean crops include the use of various pesticides. The quantity and stage of pesticide application should be as per label instructions and pest occurrence.,simple,[{}],True
What is soybean used for in terms of food and feed?,"[""{'Crop name': 'Soybean', 'Crop seed_germination_test_requirements_are': 'Farmers are advised to check germination status of seed purchased/available with them before sowing. To ensure optimum plant population and thereby good yield, minimum 70% germination is essential.', 'Crop harvesting_guidelines_are': 'Optimum time of harvesting is very important for soybean as it causes yield loss due to shattering and seed viability loss due to field weathering. Initiation of change of pod color (physiological maturity) of soybean is the right indication to go for harvesting. At this time, the moisture percentage of soybean seed is around 14-16%.', 'Crop storage_guidelines_are': 'The storage place should be cool with aeration and insect free. The soybean bags should be kept upright as far as possible. If stacking is to be done, it should be only up to 4-5 bags of not more than 5 feet height (using platform) in order to maintain the viability/germination of soybean seed.', 'Crop has_types CropType name': 'Soybean', 'Crop has_types CropType used_for': 'Food and Feed'}""]",Soybean is used for food and feed purposes.,simple,[{}],True
